title,imdbId,tmdbId
Tom and Jerry: The Movie (1992),0105616,22582
Diary of a Wimpy Kid (2010),1196141,33217
Ballet Shoes (2007),1083845,20497
Furry Vengeance (2010),0492389,35169
Donkey Skin (Peau d'âne) (1970),0066207,5590
Toy Story 3 (2010),0435761,10193
Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),0892791,10192
Slam Dunk Ernest (1995),0114469,39129
Despicable Me (2010),1323594,20352
"Sorcerer's Apprentice, The (2010)",0963966,27022
"Karate Kid, The (2010)",1155076,38575
"Wizard of Oz, The (1925)",0016544,47508
Nanny McPhee Returns (a.k.a. Nanny McPhee and the Big Bang) (2010),1415283,35019
"Bugs Bunny / Road Runner Movie, The (a.k.a. The Great American Chase) (1979)",0078915,20007
Ramona and Beezus (2010),0493949,38843
"Christmas Toy, The (1986)",0099263,47670
"Flintstone Kids' Just Say No Special, The (1988)",0281859,0
Freedom Park (2004),0386474,227196
Cats & Dogs: The Revenge of Kitty Galore (2010),1287468,39691
Alice in Wonderland (1933),0023753,25694
"Private War of Major Benson, The (1955)",0048513,110502
Megamind (2010),1001526,38055
Tangled (2010),0398286,38757
"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",0980970,10140
Saving Shiloh (2006),0472175,50241
"Sarah, Plain and Tall (1991)",0102842,15740
Toothless (1997),0127322,82549
"Polar Bear King, The (Kvitebjørn Kong Valemon) (1991)",0102247,37866
"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",1568921,51739
Yogi Bear (2010),1302067,41515
Day & Night (2010),1620446,40619
Home Alone 4 (2002),0329200,12536
Gnomeo & Juliet (2011),0377981,45772
Rango (2011),1192628,44896
Winnie the Pooh and the Honey Tree (1966),0061199,36540
Mars Needs Moms (2011),1305591,50321
Scooby-Doo! Curse of the Lake Monster (2010),1618435,47533
Winnie the Pooh and Tigger Too (1974),0072410,72185
Winnie the Pooh and a Day for Eeyore (1983),0170811,24926
Hop (2011),1411704,50359
"Nutcracker, The (1993)",0107719,73191
Daffy Duck's Quackbusters (1988),0094939,23521
Rio (2011),1436562,46195
That's What I Am (2011),1606180,57118
Eye of the Dolphin (2006),0465407,46849
Open Season 3 (2010),1646926,51170
Kung Fu Panda 2 (2011),1302011,49444
Curly Top (1935),0026252,29877
Judy Moody and the Not Bummer Summer (2011),1547230,60062
Pelicanman (Pelikaanimies) (2004),0372461,55502
Cars 2 (2011),1216475,49013
Ballerina (La mort du cygne) (1937),0143749,193065
Winnie the Pooh (2011),1449283,51162
"Smurfs, The (2011)",0472181,41513
Alpha and Omega (2010),1213012,12819
Christmas Carol: The Movie (2001),0259929,35257
"Yearling, The (1994)",0111792,324011
Spy Kids: All the Time in the World in 4D (2011),1517489,56288
Superman and the Mole-Men (1951),0044091,41800
Here Comes Peter Cottontail (1971),0249577,47182
"Enchanted World of Danny Kaye: The Emperor's New Clothes, The (1972)",0301258,147105
Pinocchio (1976),0207653,131098
Hugo (2011),0970179,44826
Daffy Duck's Movie: Fantastic Island (1983),0085390,80607
"Muppets, The (2011)",1204342,64328
Another Cinderella Story (2008),1071358,15157
"Little Colonel, The (1935)",0016029,29879
"Tree, The (2010)",1496005,51409
"Gruffalo, The (2009)",1461418,28118
"12 Dogs of Christmas, The (2005)",0405615,26985
Asterix and the Big Fight (Astérix et le coup du menhir) (1989),0096842,11625
Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),0109162,9369
Asterix and the Vikings (Astérix et les Vikings) (2006),0371552,9642
Happy Feet Two (2011),1402488,65759
Arthur Christmas (2011),1430607,51052
"Snowman, The (1982)",0084701,13396
"Muppet Family Christmas, A (1987)",0251282,13247
Kung Fu Panda Holiday Special (2010),1702433,50393
Dolphin Tale (2011),1564349,62837
Mr. Bug Goes to Town (1941),0033727,31309
"Magic Christmas Tree, The (1964)",0195039,84420
Puss in Boots (Nagagutsu o haita neko) (1969),0064714,58704
Monsieur Lazhar (2011),2011971,78480
Rollo and the Woods Sprite (Rölli ja metsänhenki) (2001),0249131,64029
Rusalochka (The Little Mermaid) (1976),0160801,215478
Ricky Rapper and the Bicycle Thief (Risto Räppääjä ja polkupyörävaras) (2009),1380190,115656
"Monster in Paris, A (Un monstre à Paris) (2011)",0961097,77459
Mickey's The Prince and the Pauper (1990),0100409,25831
"Ballad of Nessie, The (2011)",1827536,76346
"Pirates! Band of Misfits, The (2012)",1430626,72197
Letters to God (2010),1462054,35691
I Wish (Kiseki) (2011),1650453,79382
Madagascar 3: Europe's Most Wanted (2012),1277953,80321
Brave (2012),1217209,62177
Presto (2008),1245104,13042
Boundin' (2003),0395479,13062
Geri's Game (1997),0131409,13929
"Cat in the Hat, The (1971)",0284714,43580
Knick Knack (1989),0097674,13928
For the Birds (2000),0248808,13930
"Tortoise and the Hare, The (1935)",0027126,58159
Diary of a Wimpy Kid: Dog Days (2012),2023453,82650
Arthur and the Revenge of Maltazard (Arthur et la vengeance de Maltazard) (2009),0940657,26505
Tobor the Great (1954),0047590,64071
Hotel Transylvania (2012),0837562,76492
Marley & Me: The Puppy Years (2011),1704614,72391
"Feast at Midnight, A (1994)",0109784,75244
Tom & Thomas (2002),0288263,48770
Himizu (2011),1900893,98631
Starry starry night (Xing kong) (2011),2084098,85878
Rise of the Guardians (2012),1446192,81188
Rebecca of Sunnybrook Farm (1938),0030657,38716
Baby Take a Bow (1934),0024854,31621
Kirikou and the Wild Beast (Kirikou et les bêtes sauvages) (2005),0455142,13679
Nativity! (2009),1242447,49522
Living Free (1972),0068866,53031
"Borrowers, The (2011)",1975269,80709
For the Love of a Dog (2008),0903831,75626
Alabama Moon (2009),1300155,51249
Angel Dog (2011),1711456,83735
'Twas the Night Before Christmas (1974),0208654,26547
Yongary: Monster from the Deep (1967),0061549,42699
Prinsessa Ruusunen (1949),0121641,55524
After School Midnighters (Hôkago middonaitâzu) (2012),2332523,118931
Beverly Hills Chihuahua 3 (2012),2224075,105965
Despicable Me 2 (2013),1690953,93456
Turbo (2013),1860353,77950
And You Thought Your Parents Were Weird (1991),0101343,77664
Phantom of the Megaplex (2000),0266850,26450
Percy Jackson: Sea of Monsters (2013),1854564,76285
"Smurfs 2, The (2013)",2017020,77931
My Little Pony: Equestria Girls (2013),2908228,201676
Adventures in Zambezia (2012),1488181,133931
Alice's Adventures in Wonderland (1972),0068190,34461
Cloudy with a Chance of Meatballs 2 (2013),1985966,109451
"Day of the Crows, The (Le jour des corneilles) (2012)",1891845,137193
Toy Story of Terror (2013),2446040,213121
Free Birds (2013),1621039,175574
Bailey's Billion$ (Bailey's Billions) (Bailey) (2005),0379708,44900
"Book Thief, The (2013)",0816442,203833
True Heart (1997),0120381,41831
"Life and Adventures of Santa Claus, The (1985)",0089488,48880
The Nutcracker in 3D (2009),1041804,49852
Everything Happens to Me (a.k.a. Why Did You Pick on Me?) (Chissà perché... capitano tutte a me) (1980),0080530,11039
"Princess for Christmas, A (2011)",1083448,79113
Mio in the Land of Faraway (Mio min Mio) (1987),0093543,14499
Across the Great Divide (1976),0075629,28989
"Glass-blower's Children, The (Glasblåsarns barn) (1998)",0119204,83678
HOUBA! On the Trail of the Marsupilami (Sur la piste du Marsupilami) (2012),1723642,102207
"Young and Prodigious T.S. Spivet, The (L'extravagant voyage du jeune et prodigieux T.S. Spivet) (2013)",1981107,157841
Teen Beach Movie (2013),2325989,177888
"I, Cesar (Moi César, 10 ans 1/2, 1m39) (2003)",0314390,60025
The Lego Movie (2014),1490017,137106
"Little Brother, Big Trouble: A Christmas Adventure (Niko 2: Lentäjäveljekset) (2012)",1856053,141614
Quest for a Heart (Röllin sydän) (2007),0796232,17794
"King and the Mockingbird, The (Le roi et l'oiseau) (1980)",0079820,22504
Mater and the Ghostlight (2006),0901686,13934
Dug's Special Mission (2009),1537759,24589
Captain EO (1986),0090793,19492
"Trouble at Timpetill (Enfants de Timpelbach, Les) (2008)",0953382,21788
"Cat Concerto, The (1947)",0039251,39853
George & A.J. (2009),1552624,72962
"Nut Job, The (2014)",1821658,227783
George and the Dragon (2004),0306892,5494
We Are the Best! (Vi är bäst!) (2013),2364975,191294
Beauty and the Beast (1962),0055781,211603
Rio 2 (2014),2357291,172385
Anne of Green Gables (1934),0024831,43901
Legends of Oz: Dorothy's Return (2014),0884726,59981
Maleficent (2014),1587310,102651
"Pied Piper, The (Pied Piper of Hamelin, The) (1972)",0069086,185949
Rasmus på luffen (1981),0082973,21393
Call of the Wild (Call of the Wild 3D) (2009),1192620,27906
Earth to Echo (2014),2183034,238603
Antboy (2013),2436046,198436
Captain Nemo and the Underwater City (1969),0065522,56354
Care Bears to the Rescue (Care Bears: To the Rescue Movie) (2010),1632481,57277
Aladdin (1992),0827990,343693
"Boxtrolls, The (2014)",0787474,170687
Meg of June Hill (Madicken på Junibacken) (1980),0081099,8445
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales (1982),0083701,26730
Moomins on the Riviera (Muumit Rivieralla) (2014),2371399,293271
"Silent One, The (1985)",0088118,264689
"Children of Noisy Village, The (a.k.a Children of Bullerby Village, The) (Alla vi barn i Bullerbyn) (1986)",0090610,21394
More About the Children of Noisy Village (a.k.a. More About the Children of Bullerby Village) (Mer om oss barn i Bullerbyn) (1987),0093524,26111
"Swan Princess: Escape from Castle Mountain, The (1997)",0120254,54113
Mother Wanted (Anni tahtoo äidin) (1989),0096823,599152
Challenge to Lassie (1949),0041238,43398
"Jungo Goes Bananas: Jungo III (Jungledyret Hugo: Fræk, flabet og fri) (2007)",1087858,16049
Donkey Hide (Oslinaya shkura) (1982),0187375,62692
That Kiljunen Family (Kiljusen herrasväki) (1981),0082610,438012
"King Without a Heart, The (Kuningas jolla ei ollut sydäntä) (1982)",0084226,432360
"Swan Princess: The Mystery of the Enchanted Treasure, The (1998)",0149215,28302
"Jungle Creature: Hugo, The (Jungledyret) (Go Hugo Go) (1993)",0107289,36323
Amazon Jack 2: The Movie Star (a.k.a. Hugo the Movie Star) (Jungledyret 2 - den store filmhelt) (1996),0116728,46314
Hur gick det sen? (1995),0243325,250329
Tiny Heroes (Vacak 2 - az erdõ hõse) (1997),0138877,164563
"Seventh Brother, The (A hetedik testvér) (1995)",0112545,41097
Felix the Cat: The Movie (1988),0259308,36523
Mad Monster Party? (1967),0061931,17278
Toy Story Toons: Hawaiian Vacation (2011),1850374,77887
Toy Story Toons: Small Fry (2011),2033372,82424
"Prodigy, The (2005)",0160706,20270
Solan og Ludvig: Jul i Flåklypa (2013),2769896,230731
Doctor Strange (2007),0910865,14830
Barbie: A Perfect Christmas (2011),2091240,77499
LEGO Hero Factory: Savage Planet (2011),2234550,264646
LEGO Hero Factory: Rise of the Rookies (2010),2114058,275287
Tom Sawyer (2000),0224267,42313
Joulupukki ja noitarumpu (1996),0444845,61495
The Land Before Time IV: Journey Through the Mists (1996),0116817,19164
The Land Before Time V: The Mysterious Island (1997),0123950,19165
The Land Before Time VI: The Secret of Saurus Rock (1998),0167247,17337
An American Tail: The Mystery of the Night Monster (1999),0197230,27653
Soccer Dog 2: European Cup (2004),0365770,72977
Walking With Dinosaurs (2013),1762399,77951
Secret of the Wings (2012),1217213,75258
Tinker Bell and the Lost Treasure (2009),1216516,25475
Confidentially Connie (1953),0045644,292498
Cool Dog (2011),1386604,50119
IMAX: Coral Reef Adventure (2003),0270291,17699
Courage of Lassie (1946),0038427,61856
Cowgirls n' Angels (2012),1894561,105528
Dakota's Summer (2014),2910342,255476
Air Raid Wardens (1943),0035617,61525
How the Toys Saved Christmas (1996),0122494,52989
52 Tuesdays (2014),3100636,244801
The True Story of Puss 'n Boots (2009),1239462,25353
Tommy and the Cool Mule (2009),1273228,79191
Elle: A Modern Cinderella Tale (2011),1436372,56929
Samson & Sally (1984),0091889,36132
The Little Fox (1981),0131636,28967
Head Over Heels (2012),2391009,157305
Jetsons: The Movie (1990),0099878,17009
Magic Camp (2012),1525580,203179
The Legend of Sarila (2013),2296935,233423
"Nono, the Zigzag Kid (2012)",1441083,128142
Liar's Dice (2014),2343621,248211
Dolphin Tale 2 (2014),2978462,227735
Victor and the Secret of Crocodile Mansion (2012),2113644,136459
The Boy Who Cried Werewolf (2010),1451423,48186
The Monkey King (2014),1717715,119892
Song of the Sea (2014),1865505,110416
The Magic Crystal (2011),0986361,137769
The Care Bears Adventure in Wonderland (1987),0092723,33838
A Connecticut Yankee in King Arthur's Court (1989),0097104,101135
Fandry (2013),2827320,230846
Black Beauty (1946),0038361,254138
The Boy in the Mirror (2014),2343380,254435
Dr. Dolittle: Million Dollar Mutts (2009),1080926,19273
Dr. Dolittle: Tail to the Chief (2008),1024724,27996
Nutcracker: The Motion Picture (1986),0091658,71316
Penguins of Madagascar (2014),1911658,270946
Grumpy Cat's Worst Christmas Ever (2014),3801438,300441
Paddington (2014),1109624,116149
Scooby-Doo! Frankencreepy (2014),3919322,284995
Ice Age: A Mammoth Christmas (2011),2100546,79218
The Story of Robin Hood and His Merrie Men (1952),0045197,27884
The Sword and the Rose (1953),0046387,64851
"Rob Roy, The Highland Rogue (1954)",0046246,59180
"Welcome, or No Trespassing (1964)",0058022,20886
Nativity 2: Danger in the Manger! (2012),2089750,139380
Hand in Hand (1961),0053889,266108
Home Alone: The Holiday Heist (2012),2308733,134375
A Cinderella Story: Once Upon a Song (2011),1814614,74018
Jingle All the Way 2 (2014),3486392,289728
Khumba (2013),1487931,172391
Scooby-Doo! Abracadabra-Doo (2010),1599351,32916
Into the Woods (2014),2180411,224141
Momo (2001),0299040,24179
Holidaze (2013),2622122,242555
Night at the Museum: Secret of the Tomb (2014),2692250,181533
The Nativity (1978),0077977,293380
The Nutcracker Prince (1990),0100281,13759
Listen Darling (1938),0030368,90932
Bugs Bunny's Looney Christmas Tales (1979),0154263,26540
12 Dates of Christmas (2011),1846442,81393
Quatsch und die Nasenbärbande (2014),4045488,302118
Stormheart (2008),0968294,47365
Seventh Son (2014),1121096,68737
Let It Snow (2013),3320502,240906
Father is a Bachelor (1950),0042449,204482
FernGully 2: The Magical Rescue (1998),0129924,18948
Miss Minoes (2001),0279231,25797
Crazy for Christmas (2005),0479152,28535
Back to School with Franklin (2003),0420511,153936
Santa Claus (1959),0053241,13383
First Dog (2010),1400335,57517
Fishtales (2008),0918628,15888
Annie (2014),1823664,196867
Flipper's New Adventure (1964),0058105,79547
Flying By (2009),1131732,19615
Foodfight! (2012),0249516,116977
Drishyam (2013),3417422,244049
Thunderpants (2002),0283054,21605
Fuchsia the Mini-Witch (2010),1382720,56037
Garfield Gets Real (2007),1059793,16460
Garfield's Fun Fest (2008),1135929,26728
Toy Story Toons: Partysaurus Rex (2012),2340678,130925
The Legend of Mor'du (2012),2565938,141423
Toy Story That Time Forgot (2014),3473654,256835
The Call of the Wild (1972),0069197,42759
Gypsy Colt (1954),0047059,142442
Zebra in the Kitchen (1965),0059944,150247
Tru Confessions (2002),0296251,71886
Nocturna (2007),0836682,26700
"Pancho, the Millionaire Dog (2014)",3132094,251555
The Reef 2: High Tide (2012),1978567,132601
Space Buddies (2009),1164647,14749
To Grandmother's House We Go (1992),0105606,50327
101 Dalmatians II: Patch's London Adventure (2003),0324941,13654
Tarzan (2013),1705952,230222
How the West Was Fun (1994),0110068,50326
The Fox & the Child (2007),0756648,5139
"Tad, the Lost Explorer (2012)",1764625,121734
When in Rome (2002),0324532,39227
Touchback (2011),1628055,75074
The Magical Legend of the Leprechauns (1999),0205214,31183
Thunderstruck (2012),2041488,119738
Little Lord Fauntleroy (1980),0081062,38602
Dot and the Whale (1986),0090961,276819
Big City (2007),0865868,13404
Never a Dull Moment (1968),0063341,25441
Get a Horse! (2013),2980764,234567
Christmas Every Day (1996),0115891,61550
Will (2012),1636844,91979
Switching Goals (1999),0217074,36251
Born to Fight (2011),1691453,58448
Whiskers (1997),0120504,235866
Kim (1984),0087557,144202
Stuart Little 3: Call of the Wild (2005),0472602,30178
Snow Queen (2002),0210294,16174
Witch's Night Out (1978),0078500,52448
Rising Stars (2010),1470910,45784
Princess and the Pony (2011),1757944,55190
Her Best Move (2007),0469429,18598
Snow Buddies (2008),1079448,14059
The Haunting Hour: Don't Think About It (2007),0905994,21935
Scooby-Doo! Camp Scare (2010),1731767,45752
"Hey There, It's Yogi Bear (1964)",0154587,33037
The Sun Comes Up (1949),0040849,131488
In His Father's Shoes (1997),0119358,138513
Mister Magoo's Christmas Carol (1962),0123179,49742
Tooth Fairy 2 (2012),1935929,84575
The Land Before Time VII: The Stone of Cold Fire (2000),0267657,24102
Oliver Twist (1997),0119825,49146
Soccer Dog: The Movie (1999),0134969,32139
The Land Before Time IX: Journey to the Big Water (2002),0345543,25556
The Canterville Ghost (1996),0115820,48358
Primates of the Caribbean (2012),1614955,141009
Two Times Lotte (1950),0042409,94228
The Land Before Time VIII: The Big Freeze (2001),0301526,25587
The Land Before Time X: The Great Longneck Migration (2003),0378230,24554
The Karate Dog (2004),0270882,42303
Trading Mom (1994),0111470,41589
Air Bud: Seventh Inning Fetch (2002),0288415,21518
Chestnut: Hero of Central Park (2004),0387925,34672
Air Buddies (2006),0470982,9973
The Search for Santa Paws (2010),1544572,48844
Spooky Buddies (2011),1792131,70587
Treasure Buddies (2012),1791658,78047
Santa Paws 2: The Santa Pups (2012),2414212,142308
Super Buddies (2013),2999390,149910
The Duke (1999),0196516,136984
Popstar (2005),0426550,31277
Miracle Dogs Too (2006),0494260,73548
The Rainbow Tribe (2011),1083470,64130
The Little Rascals Save the Day (2014),2490004,260535
Mostly Ghostly (2008),1052024,58664
My Brother the Pig (1999),0165396,73257
Napoleon (1995),0113932,44381
Jack Frost (1979),0079357,26538
Just 4 Kicks (2003),0308443,31242
Space Chimps 2: Zartog Strikes Back (2010),1537481,45662
The Bad Mother's Handbook (2007),0909010,50364
Red Riding Hood (1989),0093831,66176
Elsa & Fred (2014),2113659,268171
